CapBac,CongTy,HanNopCV,ID,KinhNghiem,Link,LoaiHinh,Luong,MoTa,Nganh,PhucLoi,SoLuong,TenCV,TinhThanh,Web,YeuCau
Senior,"
                  Devwork Client
                ",2024-04-30,IT_DV_28,3 năm,https://devwork.vn/viec-lam/11803/sale-manager,Full-time,30-40 triệu,"Account manage and seek opportunities in the Vietnam market for all existing UNIT customers / partners in the BSFI and Enterprise Sector to further onsell UNIT business solutions and services.,
Develop and implement account management plan for strategic assigned customers as directed by the line manager,
Build up and effectively manage continuous pipeline to ensure stable business generation.,
Liase with the Technical/BU team and partners and related departments to prepare proposals for customers.,
Follow up to ensure the deals are properly managed, closed, contracts/POs are properly signed off to avoid unnecessary risk.,
Coordinate and cooperate with related departments to ensure projects are running smoothly.,
Follow up with customer until final completion and act as main contract point for problem solving with the customers/partners where applicable.,
Ensure all transactions strictly complied with group/company policies & procedures and local legislation.,
Achieve yearly KPI as agreed with the line manager",IT,"12 days annual leave + 3 days sick leave + 1 day birthday leave,
End of year party,
Competitive Salary with benefits,
13th month salary bonus,
Sales performance commission,
Health Care,
Mid-year company trip,
Monthly Team building,
Introduction of latest technology,
5 days - working week.,
Training and Development",1 người,"
                Sale Manager
              ","
                Hồ Chí Minh
              ",DevWork,"Background for IT Solutions and Services, particularly in the BSFI or Enterprise sectors.,
Good soft skills in; communication, negotiation, problem solving, critical thinking and presentation skills,
Some legal knowledge as it relates to business transactions.,
Team player, positive attitude and reliable,
Minimum 3 years of sales management experience,
Good English,
Education,
Bachelor’s Degree in a Business, Computing, Economics, or related subject."
Senior,"
                  Hava a talk
                ",2023-11-04,IT_DV_29,5 năm,https://devwork.vn/viec-lam/11817/plpm,Full-time,60-80 triệu,"Chúng tôi có thể đảm nhiệm các công việc như phát triển EC Site và dịch vụ Web dành cho BtoC, phát triển hệ thống dựa trên yêu cầu công việc, tạo nội dung Web, phát triển ứng dụng iOS và Android, cũng như thực hiện các loại kiểm thử khác nhau. Chúng tôi sẽ lắng nghe kỹ về những mong muốn và kỹ năng của bạn để giao cho bạn nhiệm vụ phù hợp! Chúng tôi rất hoan nghênh việc phát triển kỹ năng và cung cấp cơ hội thăng tiến, bao gồm cả tham gia vào quy trình phát triển từ giai đoạn đầu và thử sức với việc quản lý trong tương lai.♪,
【Dự án mẫu】,
- Chuyển đổi toàn bộ hệ thống lên đám mây (SaaS) từ on-premise sang cloud,
- Xây dựng trang web hỗ trợ doanh nghiệp gặp gỡ cơ quan địa phương,
- Xây dựng cơ sở dữ liệu thông tin dành cho nhân viên y tế,
- Xây dựng trang web khảo sát cho các phương tiện giao thông,
- Xây dựng công cụ chuyển đổi dữ liệu cho công ty tiếp thị,
Tỷ lệ dự án,
Dự án ký hợp đồng 20%,
Dự án khách hàng 80%,
→ 50%  làm việc tại địa điểm của khách hàng ( làm việc toàn thời gian, Remote  hoặc bán Remote tùy thuộc vào dự án)",IT,"Tuổi từ 20 đến 30 tuổi,
- Chế độ lương tháng (tăng lương: 2 lần/năm),
-Lương: 40-50 man ,
- Trợ cấp đi lại được trả đầy đủ,
- Phụ cấp làm thêm giờ: Có (lương cố định 20 giờ làm thêm),
[Nhận xét về lương] *Thu nhập hàng năm sẽ được xác định dựa trên kinh nghiệm và kỹ năng.,
- Bảo hiểm xã hội, y tế, lương hưu phúc lợi, việc làm, bồi thường cho người lao động,
- Phúc lợi khác,
- Khi làm việc tại cty KH, tiền đi lại công ty sẽ chi trả",1 người,"
                PL/PM
              ","
                Tokyo
              ",DevWork,"[Yêu cầu bắt buộc],
- 5 năm kinh nghiệm phát triển trở lên,
,
[Yêu cầu chào mừng],
- Kinh nghiệm lãnh đạo/ Kinh nghiệm quản lý,
,
▼ Nếu bạn đáp ứng bất kỳ tiêu chí nào trong số này, bạn có thể đăng ký!,
□Tôi chỉ có kinh nghiệm làm SE,
└Hãy cùng nhau phát triển!,
□Tôi muốn thử vai trò lãnh đạo/quản lý,
└Chấp nhận thăng tiến nghề nghiệp!,
□PM/trải nghiệm quy trình ngược dòng,
　└Cựu chiến binh tất nhiên được chào đón!"
Junior,"
                  Hava a talk
                ",2023-11-04,IT_DV_30,1 năm,https://devwork.vn/viec-lam/11820/tester,Full-time,30-40 triệu,"Chúng tôi có thể đảm nhiệm các công việc như phát triển EC Site và dịch vụ Web dành cho BtoC, phát triển hệ thống dựa trên yêu cầu công việc, tạo nội dung Web, phát triển ứng dụng iOS và Android, cũng như thực hiện các loại kiểm thử khác nhau. Chúng tôi sẽ lắng nghe kỹ về những mong muốn và kỹ năng của bạn để giao cho bạn nhiệm vụ phù hợp! Chúng tôi rất hoan nghênh việc phát triển kỹ năng và cung cấp cơ hội thăng tiến, bao gồm cả tham gia vào quy trình phát triển từ giai đoạn đầu và thử sức với việc quản lý trong tương lai.♪,
【Dự án mẫu】,
- Chuyển đổi toàn bộ hệ thống lên đám mây (SaaS) từ on-premise sang cloud,
- Xây dựng trang web hỗ trợ doanh nghiệp gặp gỡ cơ quan địa phương,
- Xây dựng cơ sở dữ liệu thông tin dành cho nhân viên y tế,
- Xây dựng trang web khảo sát cho các phương tiện giao thông,
- Xây dựng công cụ chuyển đổi dữ liệu cho công ty tiếp thị,
Tỷ lệ dự án,
Dự án ký hợp đồng 20%,
Dự án khách hàng 80%,
→ 50%  làm việc tại địa điểm của khách hàng ( làm việc toàn thời gian, Remote  hoặc bán Remote tùy thuộc vào dự án)",IT,"Tuổi từ 20 đến 30 tuổi,
- Chế độ lương tháng (tăng lương: 2 lần/năm),
-Lương: 20-35 man ,
- Trợ cấp đi lại được trả đầy đủ,
- Phụ cấp làm thêm giờ: Có (lương cố định 20 giờ làm thêm),
[Nhận xét về lương] *Thu nhập hàng năm sẽ được xác định dựa trên kinh nghiệm và kỹ năng.,
- Bảo hiểm xã hội, y tế, lương hưu phúc lợi, việc làm, bồi thường cho người lao động,
- Phúc lợi khác,
- Khi làm việc tại cty KH, tiền đi lại công ty sẽ chi trả",1 người,"
                Tester
              ","
                Tokyo
              ",DevWork,"[Yêu cầu bắt buộc],
- Kinh nghiệm CNTT 1 năm trở lên,
- Tiếng Nhật N2,
,
[Yêu cầu chào mừng],
- Kinh nghiệm thiết kế thử nghiệm,
▼ Nếu bất kỳ điều nào trong số này phù hợp, bạn có thể đăng ký!,
□Kinh nghiệm làm việc chỉ giới hạn ở việc kiểm tra, xác minh và đánh giá,
└Dành cho những ai muốn thăng tiến trong sự nghiệp!,
□PM/trải nghiệm quy trình ngược dòng,
　└Cựu chiến binh tất nhiên được chào đón!,
□Chưa có kinh nghiệm về hệ thống web...,
　└Không vấn đề gì miễn là bạn có tinh thần ham học hỏi!"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-04,IT_DV_31,3 năm,https://devwork.vn/viec-lam/11818/python-developer-remote_hcn,Full-time,30-50 triệu,"1.Blockchain Development:,
oDesign, implement, and maintain smart contracts on various blockchain platforms using JavaScript and Python.,
oDevelop and deploy decentralized applications (DApps) that leverage Web 3.0 technologies.,
2.Decentralized Identity (DID) and Verifiable Credentials:,
oWork on the implementation and integration of decentralized identity and verifiable credentials systems.,
3.Tokenization and NFTs:,
oDevelop and deploy tokenization solutions, including non-fungible tokens (NFTs), using JavaScript and Python.,
oIntegrate NFT functionalities into decentralized applications.,
4.Interoperability:,
oContribute to the development of solutions promoting interoperability between different blockchain networks, utilizing both JavaScript and Python.,
oExplore and implement cross-chain communication protocols.,
5.Security and Auditing:,
oEnsure the security of smart contracts and decentralized applications through rigorous testing and auditing.,
oCollaborate with security experts to identify and address potential vulnerabilities.,
6.Web 3.0 Standards:,
oStay updated on emerging Web 3.0 standards and technologies, applying them to JavaScript and Python development.,
oContribute to the adoption of new standards within the development team.,
7.Collaboration and Documentation:,
oWork closely with cross-functional teams to understand project requirements and deliver high-quality solutions.,
oMaintain comprehensive documentation for code, processes, and protocols.",IT,"- No need to try a job, get an official job with 100% salary,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…) and Japanese language classes.,
- And many other attractive benefits...",1 người,"
                Python Developer [Remote]_HCN
              ","
                Hà Nội
              ",DevWork,"Qualifications:,
Bachelor’s or Master’s degree in Computer Science, Information Technology, or a related field.,
2-5 years of hands-on experience in Web 3.0 development, utilizing JavaScript and Python.,
Proficiency in programming languages commonly used in blockchain development.,
Familiarity with decentralized finance (DeFi) protocols is a plus.,
,
Additional Skills:,
Understanding of consensus algorithms, cryptographic principles, and blockchain governance.,
Experience with blockchain development frameworks and tools.,
Strong problem-solving and critical-thinking skills.,
Excellent communication and collaboration abilities.,
Fluent English Communication"
Junior,"
                  CÔNG TY CP CÔNG NGHỆ ECRM.VN
                ",2023-11-12,IT_DV_32,1 năm,https://devwork.vn/viec-lam/11836/tuyen-dung-team-lead,Full-time,25-30 triệu,"- Tham gia lên kế hoạch, đảm bảo tiến độ, chất lượng của dự án cùng PM.,
- Hỗ trợ team Dev giải quyết các vấn đề khó khăn trong phát triển sản phẩm.,
- Phối hợp cùng các team BA, Tester, Support đảm bảo quá trình phát triển sản phẩm.,
- Check công việc, chất lượng code của member trong team. Sẵn sàng tham gia hỗ trợ nhân sự trong quá trình triển khai tính năng",IT,"- Mức lương cơ bản từ  20-30 triệu tùy theo năng lực và vị trí công việc:,
- Sẽ được trao đổi mức lương cụ thể khi phỏng vấn.,
- Được tổ chức sinh nhât, nghỉ lễ, nghỉ phép và hưởng quyền lợi theo Luật lao động.,
- Đồng nghiệp và môi trường làm việc năng động,
- Cơ hội được học tập và đào tạo nội bộ về các kỹ năng trong công việc.",1 người,"
                Tuyển Dụng Team Lead
              ","
                Nghệ An
              ",DevWork,"- Tốt nghiệp Đại Học chuyên ngành Công nghệ thông tin, Điện tử viễn thông hoặc các ngành tương đương...,
- Thành thạo ngôn ngữ lập trình c#, dotnet (core) framework,
- Có kinh nghiệp về lập trình với React/Vue/Angular,
- Yêu thích công việc lập trình, đam mê công nghệ thông tin,
- Có khả năng tư duy hệ thống, tìm tòi, học hỏi nhanh, làm việc độc lập, làm việc nhóm, chủ động trong công việc.,
- Có trách nhiệm cao trong công việc, sẵn sàng thu xếp thời gian để hoàn thành công việc theo yêu cầu dự án"
Junior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-11,IT_DV_33,2 năm,https://devwork.vn/viec-lam/11834/ios-developer-(onsite-hoan-kiem),Full-time,15-20 triệu,"- Xây dựng ứng dụng cho nền tảng iOS (Swift),
- Đảm bảo hiệu suất chất lượng, khả năng đáp ứng của các ứng dụng,
- Tối ưu ứng dụng ở mức độ code để mang lại trải nghiệm mượt mà, ít lỗi cho người dùng,
- Nhận định, xử lý lỗi, giải quyết bug và cải thiện hoạt động của ứng dụng,
- Duy trì, hỗ trợ, nâng cấp các ứng dụng dịch vụ đã phát triển của Công ty,
- Báo cáo và thực hiện các công việc theo yêu cầu của cấp quản lý",IT,"Trợ cấp onsite 100k/ ngày, Nhận 100% lương ngay từ tháng đầu tiên,
- Không cần thử việc, đóng đầy đủ bảo hiểm theo luật lao động Việt Nam (BHXH, BHYT, BHTN) sau 2 tháng.,
- Thưởng kết nối: thưởng 3~10 triệu khi giới thiệu được bạn bè, người quen vào công ty.,
- 06 tháng đánh giá hiệu suất làm việc một lần, tương ứng với kì review lương dựa trên năng lực và hiệu suất làm việc.,
- Thưởng thâm niên, thưởng dự án, thưởng lương tháng 13, thưởng hiệu quả công việc vào cuối năm.,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác.,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng.,
- Được tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật, tiếng Anh",1 người,"
                IOS Developer (Onsite Hoàn Kiếm)
              ","
                Hà Nội
              ",DevWork,"- Kinh nghiệm lập trình iOS từ 2 năm,
- Sử dụng thành thạo Object C, Swift ,
- Sử dụng thành thạo storyboard, Auto layout, swiftUI,
- Sử dụng thành thạo các framework: UIKit, StoreKit, CFNetwork, CoreData, MessageUI…,
- Sử dụng thành thạo SQLLite, Coredata, XML, JSon và các giao thức kết nối với Server.,
- Có kinh nghiệm làm về Social Networking trên IOS như Facebook, Twitter...và các loại quảng cáo như iAD, Admob...,
- Có kinh nghiệm làm về các ứng dụng call video trực tuyến là một lợi thế."
Junior,"
                  CÔNG TY CP CÔNG NGHỆ ECRM.VN
                ",2023-11-12,IT_DV_34,1 năm,https://devwork.vn/viec-lam/11837/tuyen-dung-tester-leader,Full-time,15-20 triệu,"- Lập kế hoạch Test, phân tích tài liệu, thiết kế Test Case, chạy Test Case.,
- Theo dõi, tổng hợp, đánh giá, báo cáo kết quả Test cho các bên liên quan,
- Thực hiện các công việc khác theo sự phân công của Quản lý trực tiếp.,
- Quản lý đội nhóm phụ trách",IT,"- Mức lương khởi điểm từ 12 - 20 triệu tùy theo năng lực và vị trí công việc.,
- Được tổ chức sinh nhật, nghỉ lễ, và hưởng quyền lợi theo Luật lao động.,
- Cơ hội tham gia các khóa đào tạo, nâng cao nghiệp vụ chuyên nghiệp hoàn toàn miễn phí theo tiêu chuẩn của công ty.,
- Môi trường làm việc năng động",1 người,"
                Tuyển Dụng Tester Leader
              ","
                Nghệ An
              ",DevWork,"- Tốt nghiệp đại học - cao đẳng chuyên nghành Công nghệ thông tin hoặc tương đương.,
- Yêu cầu > 1 năm kn ở vị trí tương đương,
- Có hiểu biết về quy trình phần mềm.,
- Khả năng đọc - hiểu và phân tích yêu cầu dự án,
- Xác định được scope test và công việc cần phải làm.,
- Biết sử dụng 1 vài tool quản lý bug.,
- Có khả năng report báo cáo tình trạng và test độ test trong dự án.,
- Yêu thích công việc, ham học hỏi, có tinh thần trách nhiệm cao, tỉ mỷ, cẩn thận.,
- Có khả năng xây dựng, quản lý và giúp đỡ những người mới"
Senior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-16,IT_DV_35,7 năm,https://devwork.vn/viec-lam/11854/senior-manager-servicenow-coe-(onsite-q1-hcm),Full-time,30-40 triệu,"PURPOSE,
•	Implements computer system requirements by defining and analyzing system problems, designing and testing standards and solutions,
•	Develop solution by preparing and evaluating alternative workflow solutions.,
•	Interact with users for collecting requirements and providing technical solutions,
•	Provide guidance for junior developers to complete tasks,
•	Get used to the Agile development process and reach the goal of each sprint,
•	Implement the requirements by defining and analyzing system problems; designing and testing standards and solutions.,
KEY ACCOUNTAIBILITIES,
•	Designs and delivers ServiceNOW solutions with a technical architecture designed for long term success and following ServiceNOW technical standards and leading practices.,
•	Assess the organization’s current processes and define future-state processes, work closely with Architects within the organization.,
•	Provide oversight and unit testing of code developed by a partner or internal employees. Ready to deliver the code hands-on if needed.,
•	Review business processes to map and take advantage of the ServiceNOW platform capabilities to improve business processes.,
•	  The ability to find solutions to complex issues, including identifying the problem, gathering requirements, analyzing the situations, evaluating possible solutions, and choosing the best course of action to solve the problem. Should be able to troubleshoot the technical issue.,
•	  Guides business stakeholders and teams in completing required documentation such as business requirement documents for technical aspects of the solution. ,
•	  Responsible for writing the solution design document, so that developers can follow and deliver it.",IT,"- No probationary period, receive 100% official salary, Onsite allowances 100.000 VND/day,
- Opportunities onsite and working with big customers, advanced technology, self-development...,
- The opportunity to work in groups with many leading experts in the field of domestic and international IT.,
- Opportunity to implement ambitious projects in many countries, exposure to the latest technologies and learn from good colleagues.,
- Working in a young, vibrant, modern and multicultural environment; Communication activities and events on holidays take place regularly.,
- Opportunity for advancement based on ability with corresponding increase in rank and salary increase.,
- Have the right to participate in soft skills training courses (logical thinking, creative thinking, communication skills, project management skills, negotiation skills…),
- And many other attractive benefits...",1 người,"
                Senior Manager, ServiceNow COE (onsite Q1, HCM)
              ","
                Hồ Chí Minh
              ",DevWork,"NEED TO DO,
KEY PERFORMANCE INDICATORS,
•	Drive ServiceNow related changes with a high rate of successful.,
•	Ensures compliance with standards, procedures and processes.,
•	Establishment of measurements and targets to improve process effectiveness and efficiency.,
•	Support projects and efforts that have a broad impact across the organization related to Service Management implementation.,
EXTERNAL & INTERNAL CONTACTS,
•	Group Head of Infrastructure and Cloud Technologies,
•	One Cloud Team,
•	Head of Service Management.,
•	Service Level Manager.,
•	IT Service Management.,
•	IT and stakeholders of Business Units.,
•	IT teams of Group Shared Services.,
•	Countries/Business Units.,
•	Vendors and/or Service Providers.,
NEED TO KNOW,
QUALIFICATIONS / EXPERIENCE,
•	8+ years’ experience with technical solution design and delivery of ServiceNow solutions,
•	Minimum 5 years’ experience in IT Service Management, preferably in Finance institution, Insurance industry, IT Shared Services or consulting firms.,
•	Experience with ServiceNOW technologies, especially in ITSM/CMDB/ITOM/ITAM,
CERTIFICATIONS ,
•	ITIL V3/V4 Certification.,
•	Certified as ServiceNow – System Administrator (CSA),
•	Certified as ServiceNow – Application Developer (CAD),
•	Certified Implementation Specialist (CIS) – ITSM,
•	Micro certificate – Integration Hub fundamentals,
•	CIS – Discovery, CIS – Service Mapping, CIS – Software Asset Management, CIS – Hardware Asset Management will be a plus.,
KNOWLEDGE & TECHNICAL SKILLS,
•	Demonstrating experience working with workflows in one or more key areas of the ServiceNow platform (e.g., ITSM, CSM, ITOM, SecOps),
•	Excellent communication skills (English preferred) and a business centric attitude,
•	Experience with web technologies (XML, HTML, JavaScript, Web services etc), App Engine, Flow Designer, Workflows and working in a SaaS environment.,
•	Experience working with Agile methodologies.,
•	Demonstrated ability with ServiceNow incident, change, problem, request, CMDB and knowledge management applications.,
•	Experience in IT service management,
•	Ability to analyze, troubleshoot and resolve complex software application related problems.,
•	Applies standard methodology, techniques, procedures and criteria.,
•	Ability to analyze raw results, determine/resolve bottlenecks, and create meaningful documentation of testing scenarios and results.,
•	Up-to-date knowledge of marketplace and technology changes pertinent to ServiceNow, monitoring tools, and ITIL processes.,
•	Experience troubleshooting integration. management, security, and application issues."
Senior,"
                  Devwork Client
                ",2023-11-15,IT_DV_36,5 năm,https://devwork.vn/viec-lam/11851/hybridjp_-htmlcssjavascript,Full-time,60-80 triệu,"- Đề xuất và phát triển các công cụ nhằm cải thiện quy trình phát triển trong môi trường phát triển hệ thống của nhà sản xuất ô tô.,
 - Hiện tại, đã có cơ sở dữ liệu (DB) để lưu trữ thông tin thiết kế trong môi trường phát triển. Công việc được giả định là tạo ra các giao diện (HTML) để xem và chỉnh sửa dữ liệu được trích xuất từ cơ sở dữ liệu này trong môi trường offline.",IT,"- Tham gia các hoạt động của công ty: Liên hoan tháng, quý, teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác,
- Cơ hội làm việc nhóm với nhiều chuyên gia hàng đầu trong lĩnh vực CNTT trong nước và quốc tế.,
- Cơ hội triển khai các dự án tham vọng ở nhiều quốc gia, tiếp xúc với những công nghệ mới nhất và học hỏi từ những đồng nghiệp giỏi.,
- Làm việc trong môi trường trẻ trung, sôi động, hiện đại và đa văn hóa. Các hoạt động truyền thông, sự kiện vào các dịp lễ diễn ra thường xuyên.,
- Lương: 45man/ tháng",1 người,"
                Hybrid/JP_ HTML/CSS、JavaScript
              ","
                Tokyo
              ",DevWork,"*Môi trường phát triển:,
Ngôn ngữ: HTML, JavaScript, Python, v.v. (Không quan trọng ngôn ngữ, miễn là bạn có thể xây dựng giao diện),
* Kỹ năng lập trình:,
Kỹ năng cần có:,
・ Kinh nghiệm thiết kế chi tiết (5 năm trở lên),
・ Kinh nghiệm lập trình bằng ít nhất một ngôn ngữ (5 năm trở lên),
・ Kinh nghiệm kiểm tra độc lập (5 năm trở lên),
・ Kinh nghiệm viết hướng dẫn sử dụng (3 năm trở lên),
・ Kiến thức về HTML/CSS, JavaScript,
・Tiếng Nhật N2,
Kỹ năng được hoan nghênh:,
・ Tư duy logic,
・ Tư duy giả thuyết,
*Thời gian làm việc: 9:00 - 17:30 (thời gian đi làm có thể thảo luận do có linh hoạt)"
Junior,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-11-17,IT_DV_37,2 năm,https://devwork.vn/viec-lam/11857/brse-(onsite-xuan-thuy)_la,Full-time,25-30 triệu,"Xây dựng phần mềm theo yêu cầu của Công ty và Khách hàng.,
Nghiên cứu và đưa ra kết quả nghiên cứu theo yêu cầu,
Thực hiện các nhiệm vụ khác theo sự phân công của trưởng bộ phận",IT,"- K thử việc , Nhận 100% lương ngay từ tháng đầu tiên,
- Trợ cấp onsite 100k/ngày,
- Thưởng kết nối: thưởng 3~10 triệu khi giới thiệu được bạn bè, người quen vào công ty.,
- 06 tháng đánh giá hiệu suất làm việc một lần, tương ứng với kì review lương dựa trên năng lực và hiệu suất làm việc.,
- Thưởng thâm niên, thưởng dự án, thưởng lương tháng 13, thưởng hiệu quả công việc vào cuối năm.,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác.,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng.,
- Được tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật, tiếng Anh",1 người,"
                Brse (Onsite Xuân Thủy)_LA
              ","
                Hà Nội
              ",DevWork,"Kỹ năng nghe, nói, đọc, viết tài liệu kỹ thuật và giao tiếp tốt bằng tiếng Nhật. (Tương đương N2 trở,
lên),
- Có kinh nghiệm quản lý, kiêm BSE ít nhất 2 năm trở lên,
- Có kinh nghiệm trong lĩnh vực IT, ,
- Chủ động và ý thức trách nhiệm cao, sẵn sàng học hỏi, chăm chỉ.,
- Có tư duy hệ thống, tư duy logic tốt, tiếp thu kiến thức mới nhanh, có khả năng đề xuất vấn đề và,
giải quyết vấn đề."
Middle,"
                  CÔNG TY TNHH DAOUKIWOOM INNOVATION
                ",2023-12-31,IT_DV_38,3 năm,https://devwork.vn/viec-lam/11582/middle-mobile-trading-securities-developer-(androidios),Full-time,25-45 triệu,"- Analyze functional requirements to translate into application design using established design methodologies and guidelines.,
- Develop the software conforming to design, program guidelines, and programming best practices.,
- Investigate all reported problems/errors and implement fixes for the Issues/problems so that the system can operate correctly and efficiently.,
- Assist in the integration testing, system testing, user acceptance testing, and implementation activities to fix the reported problem/bugs of the system to ensure the smooth execution of programs in the respective environments,
- Prepare and maintain up to date system documentation,
- You will have the chance to be involved with multiple stages of a project, thus enjoying exposure to various aspects of software engineering and fostering your career growth. You will also get great opportunities to learn on the job and expand your horizons into the field of consulting in the area of system and application security.,
- 2 rounds interview",IT,"Income & Achievement,
Competitive salary, salary review once a year,
13th salary,
Global and professional working environment,
Be trained and have chance to learn new things, then develop your own career path,
Have an opportunity for working onsite in Korea,
,
Workplace Happiness,
Full SHUI as Vietnamese Law,
Private Medical Insurance,
12 annual leave per year and 30-mins menstrual leave for women,
Company trip, YEP, small gathering dinners,
Gifts on special occasion,
Be well-equipped with new laptop and monitor",1 người,"
                Middle Mobile Trading Securities  Developer (Android/iOS)
              ","
                Hồ Chí Minh
              ",DevWork,"Bachelor’s degree in Computer Science or equivalent.,
Minimum 2 years of experience in developing front-end mobile applications using the following technologies :,
Proficient in front-end development utilizing JavaScript,
Experienced in developing applications for the IOS and Android,
Prefer to candidate having experience 3~5 years only,
,
Give preference:,
Over 1 year of experience in developing securities solutions, including a smartphone-based trading platform utilizing the Mobile Trading System (MTS),
Proficient in utilizing the Mobile development Framework ( Ionic, PhoneGap, React,Vue, Nexacro),
English skills, both spoken and written.,
Strong team player with effective communication skills."
Middle,"
                  Công ty Cổ phần Phần mềm Devwork
                ",2023-09-13,IT_DV_39,2 năm,https://devwork.vn/viec-lam/11609/data-warehouse-staff-(onsite-hcm),Full-time,10-20 triệu,"+ Phân tích lỗi, tìm lỗi, đề xuất giải pháp,
+ Thực hiện xử lý lỗi triệt để, đặc biệt là các lỗi lặp lại nhiều lần, lỗi xảy ra trên diện rộng,
+ Thực hiện các công việc khác khi được yêu cầu,
+ Bàn giao tài liệu",IT,"- Trợ cấp onsite 100k/ ngày,
- Không cần thử việc, nhận làm chính thức hưởng 100% lương,
- Thưởng kết nối: thưởng 3~10 triệu khi giới thiệu được bạn bè, người quen vào công ty.,
- 06 tháng đánh giá hiệu suất làm việc một lần, tương ứng với kì review lương dựa trên năng lực và hiệu suất làm việc.,
- Thưởng thâm niên, thưởng dự án, thưởng lương tháng 13, thưởng hiệu quả công việc vào cuối năm.,
- Trợ cấp thai sản cho nhân viên nữ.,
- Tham gia các hoạt động của công ty: teambuilding, du lịch, nghỉ dưỡng và các hoạt động khác.,
- Cơ hội onsite và làm việc với các khách hàng lớn, công nghệ tiên tiến, phát triển bản thân...,
- Cơ hội thăng tiến dựa trên năng lực tương ứng với tăng bậc và tăng lương tương xứng.,
- Được tham gia các khoá đào tạo kỹ năng mềm (tư duy logic, tư duy sáng tạo, kỹ năng giao tiếp, kỹ năng quản trị dự án, kỹ năng đàm phán…) và các lớp học tiếng Nhật, tiếng Anh",1 người,"
                Data Warehouse staff (Onsite HCM)
              ","
                Hồ Chí Minh
              ",DevWork,"+ Có khả năng quản trị Oracle DB.,
+ Rành về tool GoldenGate.,
+ Có kinh nghiệm về data warehouse."
